protein_id	cluster_90	cluster_95	cluster_975	cluster_98	cluster_99
abricate-argannot@@@argannot~~~(Bla)blaSHV-37~~~AF467948:1-861~~~ (Bla)blaSHV-37	L.1490	L.1490.0	L.1490.0.2	L.1490.0.2.0	L.1490.0.2.0.0
abricate-argannot@@@argannot~~~(Bla)blaSHV-38~~~GQ407124:1-861~~~ (Bla)blaSHV-38	L.1490	L.1490.0	L.1490.0.0	L.1490.0.0.0	L.1490.0.0.0.17
abricate-argannot@@@argannot~~~(Bla)blaSHV-39~~~AY150585:1=285~~~ (Bla)blaSHV-39	L.1490	L.1490.0	L.1490.0.1	L.1490.0.1.0	L.1490.0.1.0.3
abricate-argannot@@@argannot~~~(Bla)blaSHV-40~~~AF535128:1-861~~~ (Bla)blaSHV-40	L.1490	L.1490.0	L.1490.0.2	L.1490.0.2.0	L.1490.0.2.0.4
abricate-argannot@@@argannot~~~(Bla)blaSHV-41~~~AF535129:1-861~~~ (Bla)blaSHV-41	L.1490	L.1490.0	L.1490.0.0	L.1490.0.0.0	L.1490.0.0.0.0
abricate-argannot@@@argannot~~~(Bla)blaSHV-42~~~AF535130:1-861~~~ (Bla)blaSHV-42	L.1490	L.1490.0	L.1490.0.0	L.1490.0.0.0	L.1490.0.0.0.16
abricate-argannot@@@argannot~~~(Bla)blaSHV-43~~~AY065991:7-867~~~ (Bla)blaSHV-43	L.1490	L.1490.0	L.1490.0.0	L.1490.0.0.0	L.1490.0.0.0.2
abricate-argannot@@@argannot~~~(Bla)blaSHV-44~~~AY259119:117-977~~~ (Bla)blaSHV-44	L.1490	L.1490.0	L.1490.0.0	L.1490.0.0.0	L.1490.0.0.0.0
abricate-argannot@@@argannot~~~(Bla)blaSHV-45~~~HQ877612:1-715~~~ (Bla)blaSHV-45	L.1490	L.1490.1	L.1490.1.0	L.1490.1.0.0	L.1490.1.0.0.0
abricate-argannot@@@argannot~~~(Bla)blaSHV-46~~~AY210887:112-972~~~ (Bla)blaSHV-46	L.1490	L.1490.0	L.1490.0.0	L.1490.0.0.0	L.1490.0.0.0.4
abricate-argannot@@@argannot~~~(Bla)blaSHV-48~~~AY263404:1-861~~~ (Bla)blaSHV-48	L.1490	L.1490.0	L.1490.0.0	L.1490.0.0.0	L.1490.0.0.0.0
abricate-argannot@@@argannot~~~(Bla)blaSHV-49~~~AY528718:414-1274~~~ (Bla)blaSHV-49	L.1490	L.1490.0	L.1490.0.0	L.1490.0.0.0	L.1490.0.0.0.0
abricate-argannot@@@argannot~~~(Bla)blaSHV-5~~~X55640:112-972~~~ (Bla)blaSHV-5	L.1490	L.1490.0	L.1490.0.0	L.1490.0.0.0	L.1490.0.0.0.4
abricate-argannot@@@argannot~~~(Bla)blaSHV-50~~~AY288915:1-861~~~ (Bla)blaSHV-50	L.1490	L.1490.0	L.1490.0.0	L.1490.0.0.0	L.1490.0.0.0.5
abricate-argannot@@@argannot~~~(Bla)blaSHV-51~~~AY289548:1-861~~~ (Bla)blaSHV-51	L.1490	L.1490.0	L.1490.0.0	L.1490.0.0.0	L.1490.0.0.0.6
abricate-argannot@@@argannot~~~(Bla)blaSHV-52~~~HQ845196:1-861~~~ (Bla)blaSHV-52	L.1490	L.1490.0	L.1490.0.2	L.1490.0.2.0	L.1490.0.2.0.6
abricate-argannot@@@argannot~~~(Bla)blaSHV-53~~~AY590467:1-729~~~ (Bla)blaSHV-53	L.1490	L.1490.0	L.1490.0.0	L.1490.0.0.0	L.1490.0.0.0.0
abricate-argannot@@@argannot~~~(Bla)blaSHV-55~~~HQ877613:1-715~~~ (Bla)blaSHV-55	L.1490	L.1490.2	L.1490.2.1	L.1490.2.1.0	L.1490.2.1.0.1
abricate-argannot@@@argannot~~~(Bla)blaSHV-56~~~AY352599:1-861~~~ (Bla)blaSHV-56	L.1490	L.1490.0	L.1490.0.2	L.1490.0.2.0	L.1490.0.2.0.2
abricate-argannot@@@argannot~~~(Bla)blaSHV-57~~~AY223863:171-1031~~~ (Bla)blaSHV-57	L.1490	L.1490.0	L.1490.0.0	L.1490.0.0.0	L.1490.0.0.0.0
abricate-argannot@@@argannot~~~(Bla)blaSHV-59~~~AY790341:1-861~~~ (Bla)blaSHV-59	L.1490	L.1490.0	L.1490.0.0	L.1490.0.0.0	L.1490.0.0.0.7
abricate-argannot@@@argannot~~~(Bla)blaSHV-6~~~Y11069:1-780~~~ (Bla)blaSHV-6	L.1490	L.1490.0	L.1490.0.0	L.1490.0.0.0	L.1490.0.0.0.0
abricate-argannot@@@argannot~~~(Bla)blaSHV-60~~~AJ866283:1-861~~~ (Bla)blaSHV-60	L.1490	L.1490.0	L.1490.0.2	L.1490.0.2.0	L.1490.0.2.0.8
abricate-argannot@@@argannot~~~(Bla)blaSHV-61~~~AJ866284:1-861~~~ (Bla)blaSHV-61	L.1490	L.1490.0	L.1490.0.2	L.1490.0.2.0	L.1490.0.2.0.1
abricate-argannot@@@argannot~~~(Bla)blaSHV-62~~~AJ866285:1-832~~~ (Bla)blaSHV-62	L.1490	L.1490.0	L.1490.0.0	L.1490.0.0.0	L.1490.0.0.0.0
abricate-argannot@@@argannot~~~(Bla)blaSHV-63~~~EU342351:173-1033~~~ (Bla)blaSHV-63	L.1490	L.1490.0	L.1490.0.0	L.1490.0.0.0	L.1490.0.0.0.8
abricate-argannot@@@argannot~~~(Bla)blaSHV-64~~~DQ174304:5-865~~~ (Bla)blaSHV-64	L.1490	L.1490.0	L.1490.0.2	L.1490.0.2.0	L.1490.0.2.0.2
abricate-argannot@@@argannot~~~(Bla)blaSHV-65~~~DQ174305:5-865~~~ (Bla)blaSHV-65	L.1490	L.1490.0	L.1490.0.0	L.1490.0.0.0	L.1490.0.0.0.0
abricate-argannot@@@argannot~~~(Bla)blaSHV-66~~~DQ174306:5-865~~~ (Bla)blaSHV-66	L.1490	L.1490.0	L.1490.0.2	L.1490.0.2.0	L.1490.0.2.0.2
abricate-argannot@@@argannot~~~(Bla)blaSHV-67~~~DQ174307:5-865~~~ (Bla)blaSHV-67	L.1490	L.1490.0	L.1490.0.2	L.1490.0.2.0	L.1490.0.2.0.0
abricate-argannot@@@argannot~~~(Bla)blaSHV-69~~~DQ174308:5-865~~~ (Bla)blaSHV-69	L.1490	L.1490.0	L.1490.0.2	L.1490.0.2.0	L.1490.0.2.0.0
abricate-argannot@@@argannot~~~(Bla)blaSHV-7~~~U20270:125-985~~~ (Bla)blaSHV-7	L.1490	L.1490.1	L.1490.1.0	L.1490.1.0.0	L.1490.1.0.0.0
abricate-argannot@@@argannot~~~(Bla)blaSHV-70~~~DQ013287:1-861~~~ (Bla)blaSHV-70	L.1490	L.1490.0	L.1490.0.2	L.1490.0.2.0	L.1490.0.2.0.0
abricate-argannot@@@argannot~~~(Bla)blaSHV-71~~~AM176546:1-861~~~ (Bla)blaSHV-71	L.1490	L.1490.0	L.1490.0.0	L.1490.0.0.0	L.1490.0.0.0.17
abricate-argannot@@@argannot~~~(Bla)blaSHV-72~~~AM176547:31-891~~~ (Bla)blaSHV-72	L.1490	L.1490.0	L.1490.0.0	L.1490.0.0.0	L.1490.0.0.0.9
abricate-argannot@@@argannot~~~(Bla)blaSHV-73~~~AM176548:17-874~~~ (Bla)blaSHV-73	L.1490	L.1490.2	L.1490.2.1	L.1490.2.1.0	L.1490.2.1.0.1
abricate-argannot@@@argannot~~~(Bla)blaSHV-74~~~AM176549:31-891~~~ (Bla)blaSHV-74	L.1490	L.1490.0	L.1490.0.2	L.1490.0.2.0	L.1490.0.2.0.0
abricate-argannot@@@argannot~~~(Bla)blaSHV-75~~~AM176550:31-891~~~ (Bla)blaSHV-75	L.1490	L.1490.0	L.1490.0.0	L.1490.0.0.0	L.1490.0.0.0.11
abricate-argannot@@@argannot~~~(Bla)blaSHV-76~~~AM176551:31-891~~~ (Bla)blaSHV-76	L.1490	L.1490.0	L.1490.0.2	L.1490.0.2.0	L.1490.0.2.0.0
abricate-argannot@@@argannot~~~(Bla)blaSHV-77~~~AM176552:31-891~~~ (Bla)blaSHV-77	L.1490	L.1490.0	L.1490.0.2	L.1490.0.2.0	L.1490.0.2.0.0
abricate-argannot@@@argannot~~~(Bla)blaSHV-78~~~FJ685658:1-861~~~ (Bla)blaSHV-78	L.1490	L.1490.0	L.1490.0.0	L.1490.0.0.0	L.1490.0.0.0.0
abricate-argannot@@@argannot~~~(Bla)blaSHV-79~~~AM176554:31-891~~~ (Bla)blaSHV-79	L.1490	L.1490.0	L.1490.0.2	L.1490.0.2.0	L.1490.0.2.0.0
abricate-argannot@@@argannot~~~(Bla)blaSHV-8~~~U92041:1-861~~~ (Bla)blaSHV-8	L.1490	L.1490.0	L.1490.0.0	L.1490.0.0.0	L.1490.0.0.0.0
abricate-argannot@@@argannot~~~(Bla)blaSHV-80~~~AM176555:1-861~~~ (Bla)blaSHV-80	L.1490	L.1490.0	L.1490.0.2	L.1490.0.2.0	L.1490.0.2.0.0
abricate-argannot@@@argannot~~~(Bla)blaSHV-81~~~AM176556:26-886~~~ (Bla)blaSHV-81	L.1490	L.1490.0	L.1490.0.2	L.1490.0.2.0	L.1490.0.2.0.0
abricate-argannot@@@argannot~~~(Bla)blaSHV-82~~~AM176557:1-861~~~ (Bla)blaSHV-82	L.1490	L.1490.0	L.1490.0.2	L.1490.0.2.0	L.1490.0.2.0.5
abricate-argannot@@@argannot~~~(Bla)blaSHV-84~~~AM087453:26-856~~~ (Bla)blaSHV-84	L.1490	L.1490.0	L.1490.0.0	L.1490.0.0.0	L.1490.0.0.0.0
abricate-argannot@@@argannot~~~(Bla)blaSHV-85~~~DQ322460:16-876~~~ (Bla)blaSHV-85	L.1490	L.1490.0	L.1490.0.2	L.1490.0.2.0	L.1490.0.2.0.0
abricate-argannot@@@argannot~~~(Bla)blaSHV-86~~~DQ328802:1-861~~~ (Bla)blaSHV-86	L.1490	L.1490.2	L.1490.2.1	L.1490.2.1.0	L.1490.2.1.0.2
abricate-argannot@@@argannot~~~(Bla)blaSHV-89~~~DQ193536:1-861~~~ (Bla)blaSHV-89	L.1490	L.1490.0	L.1490.0.2	L.1490.0.2.0	L.1490.0.2.0.0
abricate-argannot@@@argannot~~~(Bla)blaSHV-92~~~DQ836922:1-861~~~ (Bla)blaSHV-92	L.1490	L.1490.0	L.1490.0.2	L.1490.0.2.0	L.1490.0.2.0.6
abricate-argannot@@@argannot~~~(Bla)blaSHV-93~~~EF373969:1-861~~~ (Bla)blaSHV-93	L.1490	L.1490.0	L.1490.0.2	L.1490.0.2.0	L.1490.0.2.0.7
abricate-argannot@@@argannot~~~(Bla)blaSHV-94~~~EF373970:1-861~~~ (Bla)blaSHV-94	L.1490	L.1490.0	L.1490.0.2	L.1490.0.2.0	L.1490.0.2.0.0
abricate-argannot@@@argannot~~~(Bla)blaSHV-95~~~EF373972:1-861~~~ (Bla)blaSHV-95	L.1490	L.1490.0	L.1490.0.0	L.1490.0.0.0	L.1490.0.0.0.0
abricate-argannot@@@argannot~~~(Bla)blaSHV-96~~~EF373971:1-861~~~ (Bla)blaSHV-96	L.1490	L.1490.0	L.1490.0.2	L.1490.0.2.0	L.1490.0.2.0.0
abricate-argannot@@@argannot~~~(Bla)blaSHV-97~~~EF373973:1-861~~~ (Bla)blaSHV-97	L.1490	L.1490.0	L.1490.0.0	L.1490.0.0.0	L.1490.0.0.0.10
abricate-argannot@@@argannot~~~(Bla)blaSHV-98~~~AM922304:1-861~~~ (Bla)blaSHV-98	L.1490	L.1490.0	L.1490.0.0	L.1490.0.0.0	L.1490.0.0.0.0
abricate-argannot@@@argannot~~~(Bla)blaSHV-99~~~AM922305:1-861~~~ (Bla)blaSHV-99	L.1490	L.1490.0	L.1490.0.0	L.1490.0.0.0	L.1490.0.0.0.0
abricate-argannot@@@argannot~~~(Bla)blaSIM-1~~~GQ288397:1-741~~~ (Bla)blaSIM-1	L.2492	L.2492.0	L.2492.0.0	L.2492.0.0.0	L.2492.0.0.0.0
abricate-argannot@@@argannot~~~(Bla)blaSLB-1~~~AY590118:1-750~~~ (Bla)blaSLB-1	L.2469	L.2469.0	L.2469.0.0	L.2469.0.0.0	L.2469.0.0.0.0
abricate-argannot@@@argannot~~~(Bla)blaSMB-1~~~AB636283:1-843~~~ (Bla)blaSMB-1	L.2023	L.2023.0	L.2023.0.0	L.2023.0.0.0	L.2023.0.0.0.0
abricate-argannot@@@argannot~~~(Bla)blaSME-1~~~Z28968:128-1012~~~ (Bla)blaSME-1	L.1701	L.1701.0	L.1701.0.0	L.1701.0.0.0	L.1701.0.0.0.0
abricate-argannot@@@argannot~~~(Bla)blaSME-2~~~AF275256:1-885~~~ (Bla)blaSME-2	L.1701	L.1701.0	L.1701.0.0	L.1701.0.0.0	L.1701.0.0.0.0
abricate-argannot@@@argannot~~~(Bla)blaSME-3~~~AY584237:124-1008~~~ (Bla)blaSME-3	L.1701	L.1701.0	L.1701.0.0	L.1701.0.0.0	L.1701.0.0.0.0
abricate-argannot@@@argannot~~~(Bla)blaSME-4~~~KF481967:1-885~~~ (Bla)blaSME-4	L.1701	L.1701.0	L.1701.0.0	L.1701.0.0.0	L.1701.0.0.0.0
abricate-argannot@@@argannot~~~(Bla)blaSME-5~~~KJ188748:1-885~~~ (Bla)blaSME-5	L.1701	L.1701.0	L.1701.0.0	L.1701.0.0.0	L.1701.0.0.0.0
abricate-argannot@@@argannot~~~(Bla)blaSPG-1~~~NG_050139:101-958~~~ (Bla)blaSPG-1	L.1946	L.1946.0	L.1946.0.0	L.1946.0.0.0	L.1946.0.0.0.0
abricate-argannot@@@argannot~~~(Bla)blaSPM-1~~~GU831565:1-831~~~ (Bla)blaSPM-1	L.2083	L.2083.0	L.2083.0.0	L.2083.0.0.0	L.2083.0.0.0.0
abricate-argannot@@@argannot~~~(Bla)blaSPN79-1~~~NG_062234:1-837~~~ (Bla)blaSPN79-1	L.2039	L.2039.0	L.2039.0.0	L.2039.0.0.0	L.2039.0.0.0.0
abricate-argannot@@@argannot~~~(Bla)blaSPR-1~~~NG_052102:101-997~~~ (Bla)blaSPR-1	L.1727	L.1727.0	L.1727.0.0	L.1727.0.0.0	L.1727.0.0.0.0
abricate-argannot@@@argannot~~~(Bla)blaSPU-1~~~GQ919044:1-882~~~ (Bla)blaSPU-1	L.1627	L.1627.0	L.1627.0.0	L.1627.0.0.0	L.1627.0.0.0.0
abricate-argannot@@@argannot~~~(Bla)blaSRT-1~~~AB008454:154-1290~~~ (Bla)blaSRT-1	L.1227	L.1227.1	L.1227.1.0	L.1227.1.0.0	L.1227.1.0.0.0
abricate-argannot@@@argannot~~~(Bla)blaSST-1~~~AB008455:152-1288~~~ (Bla)blaSST-1	L.1227	L.1227.0	L.1227.0.0	L.1227.0.0.0	L.1227.0.0.0.0
abricate-argannot@@@argannot~~~(Bla)blaTEM-1~~~JQ735917:1-861~~~ (Bla)blaTEM-1	L.1591	L.1591.1	L.1591.1.8	L.1591.1.8.0	L.1591.1.8.0.0
abricate-argannot@@@argannot~~~(Bla)blaTEM-10~~~U09188:198-1005~~~ (Bla)blaTEM-10	L.1591	L.1591.1	L.1591.1.7	L.1591.1.7.0	L.1591.1.7.0.0
abricate-argannot@@@argannot~~~(Bla)blaTEM-101~~~AF495873:1-861~~~ (Bla)blaTEM-101	L.1421	L.1421.1	L.1421.1.1	L.1421.1.1.0	L.1421.1.1.0.10
abricate-argannot@@@argannot~~~(Bla)blaTEM-102~~~AY029354:3-833~~~ (Bla)blaTEM-102	L.1591	L.1591.1	L.1591.1.2	L.1591.1.2.0	L.1591.1.2.0.2
abricate-argannot@@@argannot~~~(Bla)blaTEM-104~~~AF516719:215-1075~~~ (Bla)blaTEM-104	L.1591	L.1591.1	L.1591.1.0	L.1591.1.0.0	L.1591.1.0.0.0
abricate-argannot@@@argannot~~~(Bla)blaTEM-105~~~AF516720:215-1075~~~ (Bla)blaTEM-105	L.1591	L.1591.1	L.1591.1.0	L.1591.1.0.0	L.1591.1.0.0.0
abricate-argannot@@@argannot~~~(Bla)blaTEM-106~~~AY101578:215-1075~~~ (Bla)blaTEM-106	L.1591	L.1591.1	L.1591.1.0	L.1591.1.0.0	L.1591.1.0.0.16
abricate-argannot@@@argannot~~~(Bla)blaTEM-107~~~AY101764:207-1067~~~ (Bla)blaTEM-107	L.1421	L.1421.1	L.1421.1.1	L.1421.1.1.0	L.1421.1.1.0.6
abricate-argannot@@@argannot~~~(Bla)blaTEM-108~~~AF506748:39-899~~~ (Bla)blaTEM-108	L.1591	L.1591.1	L.1591.1.1	L.1591.1.1.0	L.1591.1.1.0.0
abricate-argannot@@@argannot~~~(Bla)blaTEM-109~~~AY628175:211-1071~~~ (Bla)blaTEM-109	L.1591	L.1591.1	L.1591.1.0	L.1591.1.0.0	L.1591.1.0.0.2
abricate-argannot@@@argannot~~~(Bla)blaTEM-11~~~AY874537:178-1038~~~ (Bla)blaTEM-11	L.1591	L.1591.1	L.1591.1.0	L.1591.1.0.0	L.1591.1.0.0.2
abricate-argannot@@@argannot~~~(Bla)blaTEM-110~~~AY130283:1-785~~~ (Bla)blaTEM-110	L.1591	L.1591.1	L.1591.1.2	L.1591.1.2.0	L.1591.1.2.0.2
abricate-argannot@@@argannot~~~(Bla)blaTEM-111~~~AF468003:1-861~~~ (Bla)blaTEM-111	L.1421	L.1421.1	L.1421.1.1	L.1421.1.1.1	L.1421.1.1.1.4
abricate-argannot@@@argannot~~~(Bla)blaTEM-112~~~AY589493:167-1027~~~ (Bla)blaTEM-112	L.1421	L.1421.0	L.1421.0.1	L.1421.0.1.0	L.1421.0.1.0.1
abricate-argannot@@@argannot~~~(Bla)blaTEM-113~~~AY589494:194-1054~~~ (Bla)blaTEM-113	L.1421	L.1421.1	L.1421.1.2	L.1421.1.2.0	L.1421.1.2.0.1
abricate-argannot@@@argannot~~~(Bla)blaTEM-114~~~AY589495:182-1042~~~ (Bla)blaTEM-114	L.1591	L.1591.1	L.1591.1.4	L.1591.1.4.0	L.1591.1.4.0.2
abricate-argannot@@@argannot~~~(Bla)blaTEM-115~~~AF535127:209-1069~~~ (Bla)blaTEM-115	L.1591	L.1591.1	L.1591.1.0	L.1591.1.0.0	L.1591.1.0.0.2
abricate-argannot@@@argannot~~~(Bla)blaTEM-116~~~AY425988:6-866~~~ (Bla)blaTEM-116	L.1591	L.1591.1	L.1591.1.0	L.1591.1.0.0	L.1591.1.0.0.12
abricate-argannot@@@argannot~~~(Bla)blaTEM-117~~~AY130282:1-764~~~ (Bla)blaTEM-117	L.1591	L.1591.1	L.1591.1.7	L.1591.1.7.0	L.1591.1.7.0.0
abricate-argannot@@@argannot~~~(Bla)blaTEM-118~~~AY130285:1-785~~~ (Bla)blaTEM-118	L.1591	L.1591.1	L.1591.1.2	L.1591.1.2.0	L.1591.1.2.0.0
abricate-argannot@@@argannot~~~(Bla)blaTEM-12~~~M88143:368-1228~~~ (Bla)blaTEM-12	L.1591	L.1591.1	L.1591.1.0	L.1591.1.0.0	L.1591.1.0.0.3
abricate-argannot@@@argannot~~~(Bla)blaTEM-120~~~AY243512:209-1069~~~ (Bla)blaTEM-120	L.1421	L.1421.0	L.1421.0.1	L.1421.0.1.0	L.1421.0.1.0.1
abricate-argannot@@@argannot~~~(Bla)blaTEM-121~~~AY307374:1-861~~~ (Bla)blaTEM-121	L.1591	L.1591.1	L.1591.1.4	L.1591.1.4.0	L.1591.1.4.0.2
abricate-argannot@@@argannot~~~(Bla)blaTEM-122~~~AY307100:1-861~~~ (Bla)blaTEM-122	L.1591	L.1591.1	L.1591.1.0	L.1591.1.0.0	L.1591.1.0.0.4
abricate-argannot@@@argannot~~~(Bla)blaTEM-123~~~AY327539:1-858~~~ (Bla)blaTEM-123	L.1421	L.1421.1	L.1421.1.2	L.1421.1.2.0	L.1421.1.2.0.2
abricate-argannot@@@argannot~~~(Bla)blaTEM-124~~~AY327540:1-858~~~ (Bla)blaTEM-124	L.1591	L.1591.1	L.1591.1.0	L.1591.1.0.3	L.1591.1.0.3.3
abricate-argannot@@@argannot~~~(Bla)blaTEM-125~~~AY628176:76-936~~~ (Bla)blaTEM-125	L.1591	L.1591.1	L.1591.1.0	L.1591.1.0.4	L.1591.1.0.4.0
abricate-argannot@@@argannot~~~(Bla)blaTEM-126~~~AY628199:204-1064~~~ (Bla)blaTEM-126	L.1591	L.1591.1	L.1591.1.0	L.1591.1.0.0	L.1591.1.0.0.13
abricate-argannot@@@argannot~~~(Bla)blaTEM-127~~~AY368236:1-861~~~ (Bla)blaTEM-127	L.1591	L.1591.1	L.1591.1.0	L.1591.1.0.0	L.1591.1.0.0.0
abricate-argannot@@@argannot~~~(Bla)blaTEM-128~~~AY359287:186-1046~~~ (Bla)blaTEM-128	L.1591	L.1591.1	L.1591.1.0	L.1591.1.0.0	L.1591.1.0.0.0
abricate-argannot@@@argannot~~~(Bla)blaTEM-129~~~AY452662:184-1044~~~ (Bla)blaTEM-129	L.1591	L.1591.1	L.1591.1.0	L.1591.1.0.0	L.1591.1.0.0.0
abricate-argannot@@@argannot~~~(Bla)blaTEM-130~~~AJ866988:1-861~~~ (Bla)blaTEM-130	L.1591	L.1591.1	L.1591.1.4	L.1591.1.4.0	L.1591.1.4.0.3
abricate-argannot@@@argannot~~~(Bla)blaTEM-131~~~AY436361:132-992~~~ (Bla)blaTEM-131	L.1591	L.1591.1	L.1591.1.4	L.1591.1.4.0	L.1591.1.4.0.4
abricate-argannot@@@argannot~~~(Bla)blaTEM-132~~~AY491682:1-861~~~ (Bla)blaTEM-132	L.1591	L.1591.1	L.1591.1.0	L.1591.1.0.0	L.1591.1.0.0.3
abricate-argannot@@@argannot~~~(Bla)blaTEM-133~~~AY528425:1-861~~~ (Bla)blaTEM-133	L.1591	L.1591.1	L.1591.1.0	L.1591.1.0.0	L.1591.1.0.0.5
abricate-argannot@@@argannot~~~(Bla)blaTEM-134~~~AY574271:1-861~~~ (Bla)blaTEM-134	L.1421	L.1421.1	L.1421.1.1	L.1421.1.1.4	L.1421.1.1.4.1
abricate-argannot@@@argannot~~~(Bla)blaTEM-135~~~JQ060998:1-861~~~ (Bla)blaTEM-135	L.1591	L.1591.1	L.1591.1.0	L.1591.1.0.0	L.1591.1.0.0.13
abricate-argannot@@@argannot~~~(Bla)blaTEM-136~~~AY826417:1-861~~~ (Bla)blaTEM-136	L.1591	L.1591.1	L.1591.1.0	L.1591.1.0.2	L.1591.1.0.2.2
abricate-argannot@@@argannot~~~(Bla)blaTEM-137~~~AM286274:1-861~~~ (Bla)blaTEM-137	L.1591	L.1591.1	L.1591.1.0	L.1591.1.0.0	L.1591.1.0.0.3
abricate-argannot@@@argannot~~~(Bla)blaTEM-138~~~AY853593:215-1075~~~ (Bla)blaTEM-138	L.1421	L.1421.1	L.1421.1.1	L.1421.1.1.1	L.1421.1.1.1.3
abricate-argannot@@@argannot~~~(Bla)blaTEM-139~~~DQ072853:1-861~~~ (Bla)blaTEM-139	L.1421	L.1421.1	L.1421.1.1	L.1421.1.1.4	L.1421.1.1.4.1
abricate-argannot@@@argannot~~~(Bla)blaTEM-141~~~AY956335:39-899~~~ (Bla)blaTEM-141	L.1591	L.1591.1	L.1591.1.0	L.1591.1.0.0	L.1591.1.0.0.0
abricate-argannot@@@argannot~~~(Bla)blaTEM-142~~~DQ388882:1-861~~~ (Bla)blaTEM-142	L.1421	L.1421.1	L.1421.1.1	L.1421.1.1.1	L.1421.1.1.1.4
abricate-argannot@@@argannot~~~(Bla)blaTEM-143~~~DQ075245:218-1078~~~ (Bla)blaTEM-143	L.1591	L.1591.1	L.1591.1.0	L.1591.1.0.0	L.1591.1.0.0.0
abricate-argannot@@@argannot~~~(Bla)blaTEM-144~~~DQ256080:215-1075~~~ (Bla)blaTEM-144	L.1591	L.1591.1	L.1591.1.0	L.1591.1.0.0	L.1591.1.0.0.25
abricate-argannot@@@argannot~~~(Bla)blaTEM-145~~~DQ105528:1-861~~~ (Bla)blaTEM-145	L.1591	L.1591.1	L.1591.1.0	L.1591.1.0.0	L.1591.1.0.0.14
abricate-argannot@@@argannot~~~(Bla)blaTEM-146~~~DQ105529:1-861~~~ (Bla)blaTEM-146	L.1591	L.1591.1	L.1591.1.0	L.1591.1.0.0	L.1591.1.0.0.14
abricate-argannot@@@argannot~~~(Bla)blaTEM-147~~~DQ279850:1-861~~~ (Bla)blaTEM-147	L.1591	L.1591.1	L.1591.1.0	L.1591.1.0.0	L.1591.1.0.0.2
abricate-argannot@@@argannot~~~(Bla)blaTEM-148~~~AM087454:209-1069~~~ (Bla)blaTEM-148	L.1591	L.1591.1	L.1591.1.0	L.1591.1.0.0	L.1591.1.0.0.0
abricate-argannot@@@argannot~~~(Bla)blaTEM-149~~~DQ369751:1-861~~~ (Bla)blaTEM-149	L.1591	L.1591.1	L.1591.1.4	L.1591.1.4.0	L.1591.1.4.0.5
abricate-argannot@@@argannot~~~(Bla)blaTEM-15~~~AM849805:263-1123~~~ (Bla)blaTEM-15	L.1421	L.1421.1	L.1421.1.1	L.1421.1.1.1	L.1421.1.1.1.3
abricate-argannot@@@argannot~~~(Bla)blaTEM-150~~~AM183304:209-1069~~~ (Bla)blaTEM-150	L.1591	L.1591.1	L.1591.1.0	L.1591.1.0.1	L.1591.1.0.1.0
abricate-argannot@@@argannot~~~(Bla)blaTEM-151~~~DQ834729:206-1066~~~ (Bla)blaTEM-151	L.1591	L.1591.1	L.1591.1.0	L.1591.1.0.0	L.1591.1.0.0.15
abricate-argannot@@@argannot~~~(Bla)blaTEM-152~~~DQ834728:206-1066~~~ (Bla)blaTEM-152	L.1591	L.1591.1	L.1591.1.0	L.1591.1.0.0	L.1591.1.0.0.15
abricate-argannot@@@argannot~~~(Bla)blaTEM-153~~~KC149518:1-861~~~ (Bla)blaTEM-153	L.1591	L.1591.1	L.1591.1.0	L.1591.1.0.0	L.1591.1.0.0.16
abricate-argannot@@@argannot~~~(Bla)blaTEM-154~~~FJ807656:1-861~~~ (Bla)blaTEM-154	L.1591	L.1591.1	L.1591.1.0	L.1591.1.0.0	L.1591.1.0.0.3
abricate-argannot@@@argannot~~~(Bla)blaTEM-155~~~DQ679961:115-975~~~ (Bla)blaTEM-155	L.1591	L.1591.1	L.1591.1.0	L.1591.1.0.2	L.1591.1.0.2.0
abricate-argannot@@@argannot~~~(Bla)blaTEM-156~~~AM115459:209-1069~~~ (Bla)blaTEM-156	L.1591	L.1591.1	L.1591.1.0	L.1591.1.0.0	L.1591.1.0.0.0
abricate-argannot@@@argannot~~~(Bla)blaTEM-157~~~DQ909059:1-861~~~ (Bla)blaTEM-157	L.1591	L.1591.0	L.1591.0.0	L.1591.0.0.0	L.1591.0.0.0.1
abricate-argannot@@@argannot~~~(Bla)blaTEM-158~~~EF534736:214-1074~~~ (Bla)blaTEM-158	L.1591	L.1591.1	L.1591.1.0	L.1591.1.0.4	L.1591.1.0.4.0
abricate-argannot@@@argannot~~~(Bla)blaTEM-159~~~EF136376:1-861~~~ (Bla)blaTEM-159	L.1591	L.1591.1	L.1591.1.0	L.1591.1.0.0	L.1591.1.0.0.17
abricate-argannot@@@argannot~~~(Bla)blaTEM-16~~~X65254:176-1036~~~ (Bla)blaTEM-16	L.1591	L.1591.1	L.1591.1.0	L.1591.1.0.2	L.1591.1.0.2.4
abricate-argannot@@@argannot~~~(Bla)blaTEM-160~~~EF136377:1-861~~~ (Bla)blaTEM-160	L.1591	L.1591.1	L.1591.1.0	L.1591.1.0.0	L.1591.1.0.0.18
abricate-argannot@@@argannot~~~(Bla)blaTEM-162~~~EF468463:67-927~~~ (Bla)blaTEM-162	L.1591	L.1591.0	L.1591.0.0	L.1591.0.0.0	L.1591.0.0.0.0
