protein_id	cluster_90	cluster_95	cluster_975	cluster_99
abricate-card@@@card~~~OXA-450~~~KR061502.1:0-774~~~penicillin_beta-lactam	2114	2736	3563	6466
abricate-card@@@card~~~OXA-451~~~KR061504.1:0-774~~~penicillin_beta-lactam	2114	2736	3563	6466
abricate-card@@@card~~~OXA-452~~~KR061505.1:0-774~~~penicillin_beta-lactam	2114	2736	3563	6466
abricate-card@@@card~~~OXA-453~~~KR061507.1:0-774~~~penicillin_beta-lactam	2114	2736	3563	6466
abricate-card@@@card~~~OXA-454~~~LC037981.1:0-801~~~cephalosporin;penicillin_beta-lactam	2093	2711	3531	5552
abricate-card@@@card~~~OXA-455~~~KP903885.1:0-828~~~penicillin_beta-lactam	2080	2690	3498	5497
abricate-card@@@card~~~OXA-457~~~KP903886.1:0-828~~~penicillin_beta-lactam	2081	2691	3499	5498
abricate-card@@@card~~~OXA-458~~~KP903888.1:0-828~~~penicillin_beta-lactam	2081	2691	3500	5499
abricate-card@@@card~~~OXA-459~~~KP903889.1:0-828~~~penicillin_beta-lactam	2081	2692	3501	5500
abricate-card@@@card~~~OXA-45~~~AJ519683.1:281-1076~~~penicillin_beta-lactam	2304	2980	3933	6235
abricate-card@@@card~~~OXA-460~~~CP023866.1:651045-651807~~~penicillin_beta-lactam	2114	2895	3831	6090
abricate-card@@@card~~~OXA-461~~~KR061509.1:0-762~~~penicillin_beta-lactam	2114	2895	3831	6535
abricate-card@@@card~~~OXA-464~~~KU721146.1:0-762~~~penicillin_beta-lactam	2425	3129	4130	6536
abricate-card@@@card~~~OXA-465~~~KR061500.1:0-747~~~penicillin_beta-lactam	2476	3188	4207	6647
abricate-card@@@card~~~OXA-466~~~KR061501.1:0-747~~~penicillin_beta-lactam	2476	3188	4207	6646
abricate-card@@@card~~~OXA-46~~~JX131372.1:1478-2279~~~penicillin_beta-lactam	2263	2925	3865	6130
abricate-card@@@card~~~OXA-470~~~KR182163.1:0-810~~~penicillin_beta-lactam	2217	2871	3798	6045
abricate-card@@@card~~~OXA-471~~~KR182164.1:0-810~~~penicillin_beta-lactam	2217	2871	3798	6046
abricate-card@@@card~~~OXA-472~~~KR182165.1:0-807~~~penicillin_beta-lactam	2217	2871	3798	6082
abricate-card@@@card~~~OXA-473~~~KR182166.1:0-810~~~penicillin_beta-lactam	2217	2871	3798	6046
abricate-card@@@card~~~OXA-474~~~KR182167.1:0-810~~~penicillin_beta-lactam	2217	2871	3799	6047
abricate-card@@@card~~~OXA-475~~~KR182168.1:0-810~~~penicillin_beta-lactam	2217	2871	3798	6048
abricate-card@@@card~~~OXA-476~~~KR182169.1:0-810~~~penicillin_beta-lactam	2217	2871	3798	6048
abricate-card@@@card~~~OXA-477~~~KR182170.1:0-810~~~penicillin_beta-lactam	2217	2871	3799	6049
abricate-card@@@card~~~OXA-478~~~KR182171.1:0-810~~~penicillin_beta-lactam	2217	2871	3800	6050
abricate-card@@@card~~~OXA-479~~~KR182172.1:0-810~~~penicillin_beta-lactam	2217	2871	3798	6045
abricate-card@@@card~~~OXA-47~~~AY237830.1:0-831~~~cephalosporin;penicillin_beta-lactam	2064	2672	3503	5494
abricate-card@@@card~~~OXA-480~~~KR872296.1:0-825~~~carbapenem;penicillin_beta-lactam	1971	2553	3594	5523
abricate-card@@@card~~~OXA-481~~~KP264123.1:89-896~~~penicillin_beta-lactam	1802	2327	3010	4430
abricate-card@@@card~~~OXA-482~~~KP264124.1:76-898~~~carbapenem;penicillin_beta-lactam	1802	2327	3010	4430
abricate-card@@@card~~~OXA-483~~~KP264125.1:83-905~~~carbapenem;penicillin_beta-lactam	1802	2327	3010	4430
abricate-card@@@card~~~OXA-484~~~KR401105.1:0-798~~~carbapenem;penicillin_beta-lactam	2283	2950	3903	6178
abricate-card@@@card~~~OXA-485~~~LLNM01000004.1:98466-97677~~~penicillin_beta-lactam	2322	3011	3984	6349
abricate-card@@@card~~~OXA-486~~~CP038661.1:6223618-6224407~~~penicillin_beta-lactam	2322	3011	4000	6350
abricate-card@@@card~~~OXA-488~~~SMRY02000082.1:18008-17219~~~penicillin_beta-lactam	2322	3011	3984	6383
abricate-card@@@card~~~OXA-489~~~NG_049769.1:100-874~~~penicillin_beta-lactam	2114	2736	3563	6482
abricate-card@@@card~~~OXA-48~~~AY236073.2:2187-2985~~~carbapenem;penicillin_beta-lactam	2283	2950	3895	6175
abricate-card@@@card~~~OXA-491~~~NG_049771.1:100-862~~~penicillin_beta-lactam	2425	3129	4130	6536
abricate-card@@@card~~~OXA-493~~~NG_049772.1:100-847~~~penicillin_beta-lactam	2475	3187	4206	6645
abricate-card@@@card~~~OXA-494~~~NG_049773.1:100-889~~~penicillin_beta-lactam	2322	3011	4000	6348
abricate-card@@@card~~~OXA-496~~~NG_050781.1:0-840~~~carbapenem;penicillin_beta-lactam	2034	2630	3420	5380
abricate-card@@@card~~~OXA-497~~~NG_049774.1:100-925~~~carbapenem;penicillin_beta-lactam	1971	2553	3319	5652
abricate-card@@@card~~~OXA-498~~~NG_068178.1:100-925~~~carbapenem;penicillin_beta-lactam	2110	2732	3619	5745
abricate-card@@@card~~~OXA-499~~~NG_049775.1:0-828~~~carbapenem;penicillin_beta-lactam	2102	2721	3543	5567
abricate-card@@@card~~~OXA-49~~~AY288523.1:0-825~~~carbapenem;penicillin_beta-lactam	1802	2327	3010	4430
abricate-card@@@card~~~OXA-4~~~JN129451.1:1036-1867~~~cephalosporin;penicillin_beta-lactam	2064	2672	3478	5503
abricate-card@@@card~~~OXA-500~~~NG_049778.1:0-822~~~carbapenem;penicillin_beta-lactam	2156	2786	3651	5805
abricate-card@@@card~~~OXA-501~~~NG_049779.1:0-822~~~carbapenem;penicillin_beta-lactam	2156	2786	3651	5806
abricate-card@@@card~~~OXA-502~~~NG_049780.1:0-822~~~carbapenem;penicillin_beta-lactam	2156	2786	3649	5834
abricate-card@@@card~~~OXA-503~~~NG_049781.1:0-822~~~carbapenem;penicillin_beta-lactam	2156	2786	3649	5803
abricate-card@@@card~~~OXA-504~~~NG_049782.1:0-795~~~penicillin_beta-lactam	2285	2956	3901	6191
abricate-card@@@card~~~OXA-505~~~NG_049783.1:0-798~~~carbapenem;penicillin_beta-lactam	2283	2950	3895	6175
abricate-card@@@card~~~OXA-506~~~NG_049784.1:0-822~~~carbapenem;penicillin_beta-lactam	2156	2786	3649	5803
abricate-card@@@card~~~OXA-507~~~NG_049785.1:0-825~~~carbapenem;penicillin_beta-lactam	1971	2553	3598	5680
abricate-card@@@card~~~OXA-508~~~NG_049786.1:0-825~~~carbapenem;penicillin_beta-lactam	1971	2553	3594	5737
abricate-card@@@card~~~OXA-509~~~NG_049787.1:0-825~~~carbapenem;penicillin_beta-lactam	1971	2553	3410	5401
abricate-card@@@card~~~OXA-50~~~AY306130.1:0-789~~~cephalosporin;penicillin_beta-lactam	2322	3011	4000	6370
abricate-card@@@card~~~OXA-510~~~NG_051470.1:0-825~~~carbapenem;penicillin_beta-lactam	1971	2553	3410	5653
abricate-card@@@card~~~OXA-511~~~NG_051471.1:0-825~~~carbapenem;penicillin_beta-lactam	1971	2553	3592	5525
abricate-card@@@card~~~OXA-512~~~NG_049789.1:0-843~~~carbapenem;penicillin_beta-lactam	1643	2135	2793	5349
abricate-card@@@card~~~OXA-513~~~NG_049790.1:0-828~~~penicillin_beta-lactam	2080	2690	3498	5501
abricate-card@@@card~~~OXA-514~~~NG_055475.1:0-798~~~carbapenem;penicillin_beta-lactam	2283	2950	3895	6176
abricate-card@@@card~~~OXA-515~~~NG_055476.1:0-798~~~carbapenem;penicillin_beta-lactam	2283	2950	3895	6179
abricate-card@@@card~~~OXA-516~~~NG_049791.1:0-825~~~carbapenem;penicillin_beta-lactam	1971	2553	3362	5654
abricate-card@@@card~~~OXA-517~~~NG_054666.1:0-792~~~carbapenem;penicillin_beta-lactam	2283	2950	3895	6175
abricate-card@@@card~~~OXA-518~~~NG_049792.1:0-747~~~penicillin_beta-lactam	2475	3187	4206	6645
abricate-card@@@card~~~OXA-519~~~NG_055490.1:0-798~~~carbapenem;penicillin_beta-lactam	2283	2950	3895	6175
abricate-card@@@card~~~OXA-51~~~AJ309734.2:0-825~~~carbapenem;monobactam;penicillin_beta-lactam	1971	2553	3410	5363
abricate-card@@@card~~~OXA-520~~~NG_050979.1:0-801~~~cephalosporin;penicillin_beta-lactam	2093	2711	3531	5552
abricate-card@@@card~~~OXA-521~~~NG_051168.1:0-825~~~carbapenem;penicillin_beta-lactam	1971	2553	3592	5655
abricate-card@@@card~~~OXA-522~~~NG_051472.1:0-822~~~carbapenem;penicillin_beta-lactam	2156	2786	3649	5803
abricate-card@@@card~~~OXA-523~~~NG_051473.1:0-825~~~carbapenem;penicillin_beta-lactam	1971	2553	3410	5401
abricate-card@@@card~~~OXA-524~~~NG_051474.1:0-825~~~carbapenem;penicillin_beta-lactam	1971	2553	3320	5401
abricate-card@@@card~~~OXA-525~~~NG_051475.1:0-825~~~carbapenem;penicillin_beta-lactam	1971	2553	3594	5656
abricate-card@@@card~~~OXA-526~~~NG_051476.1:0-822~~~carbapenem;penicillin_beta-lactam	2156	2786	3652	5807
abricate-card@@@card~~~OXA-527~~~NG_051477.1:0-825~~~penicillin_beta-lactam	2128	2755	3589	5657
abricate-card@@@card~~~OXA-528~~~NG_051478.1:0-825~~~carbapenem;penicillin_beta-lactam	1971	2553	3320	5269
abricate-card@@@card~~~OXA-529~~~NG_051479.1:0-825~~~carbapenem;penicillin_beta-lactam	1971	2553	3590	5658
abricate-card@@@card~~~OXA-530~~~NG_051480.1:0-825~~~carbapenem;penicillin_beta-lactam	1971	2553	3410	5699
abricate-card@@@card~~~OXA-531~~~NG_051481.1:0-825~~~carbapenem;penicillin_beta-lactam	1971	2553	3320	5203
abricate-card@@@card~~~OXA-532~~~NG_051482.1:0-825~~~carbapenem;penicillin_beta-lactam	1971	2553	3319	5438
abricate-card@@@card~~~OXA-533~~~NG_051483.1:0-822~~~carbapenem;penicillin_beta-lactam	2156	2786	3696	5808
abricate-card@@@card~~~OXA-534~~~NG_051517.1:0-831~~~cephalosporin;penicillin_beta-lactam	2064	2672	3478	5473
abricate-card@@@card~~~OXA-535~~~KX828709.1:0-798~~~carbapenem;penicillin_beta-lactam	2283	2951	3896	6180
abricate-card@@@card~~~OXA-536~~~NG_051751.1:0-825~~~carbapenem;penicillin_beta-lactam	1971	2553	3594	5523
abricate-card@@@card~~~OXA-537~~~NG_051752.1:0-831~~~carbapenem;penicillin_beta-lactam	2082	2693	3502	5502
abricate-card@@@card~~~OXA-538~~~NG_052051.1:23-821~~~carbapenem;penicillin_beta-lactam	2283	2950	3895	6181
abricate-card@@@card~~~OXA-539~~~NG_052064.1:0-831~~~cephalosporin;penicillin_beta-lactam	1729	2240	2910	4287
abricate-card@@@card~~~OXA-53~~~AY289608.1:616-1444~~~cephalosporin;penicillin_beta-lactam	1729	2725	3547	5571
abricate-card@@@card~~~OXA-540~~~KJ138219.1:118-946~~~cephalosporin;penicillin_beta-lactam	1729	2240	2910	4287
abricate-card@@@card~~~OXA-541~~~FM179467.1:1938-2766~~~cephalosporin;penicillin_beta-lactam	1729	2240	2910	4287
abricate-card@@@card~~~OXA-542~~~NG_057454.1:0-828~~~penicillin_beta-lactam	2111	2733	3557	5585
abricate-card@@@card~~~OXA-543~~~LLTZ01000057.1:2151-2979~~~cephalosporin;penicillin_beta-lactam	1729	2240	2910	4287
abricate-card@@@card~~~OXA-544~~~LLMY01000078.1:2375-3203~~~cephalosporin;penicillin_beta-lactam	1729	2240	2910	4287
abricate-card@@@card~~~OXA-545~~~NG_054692.1:0-825~~~carbapenem;penicillin_beta-lactam	1971	2553	3592	5525
abricate-card@@@card~~~OXA-546~~~NG_054959.1:0-798~~~carbapenem;penicillin_beta-lactam	2283	2950	3895	6179
abricate-card@@@card~~~OXA-547~~~NG_054693.1:18-816~~~carbapenem;penicillin_beta-lactam	2283	2950	3895	6185
abricate-card@@@card~~~OXA-548~~~NG_054953.1:0-873~~~penicillin_beta-lactam	1766	2286	2963	4665
abricate-card@@@card~~~OXA-549~~~NG_054954.1:0-873~~~penicillin_beta-lactam	1766	2286	2963	4666
abricate-card@@@card~~~OXA-54~~~AY500137.1:0-798~~~carbapenem;penicillin_beta-lactam	2283	2952	3897	6182
abricate-card@@@card~~~OXA-550~~~NG_054955.1:0-873~~~penicillin_beta-lactam	1766	2286	2963	4667
abricate-card@@@card~~~OXA-551~~~NG_054956.1:0-888~~~penicillin_beta-lactam	1766	2286	2962	4368
abricate-card@@@card~~~OXA-552~~~NG_054957.1:0-873~~~penicillin_beta-lactam	1766	2286	2963	4666
abricate-card@@@card~~~OXA-553~~~NG_054958.1:0-888~~~penicillin_beta-lactam	1766	2286	2963	4369
abricate-card@@@card~~~OXA-554~~~NG_054698.1:0-825~~~carbapenem;penicillin_beta-lactam	1971	2553	3320	5269
abricate-card@@@card~~~OXA-555~~~NG_054699.1:0-825~~~carbapenem;penicillin_beta-lactam	1971	2553	3410	5647
abricate-card@@@card~~~OXA-556~~~NG_054700.1:0-825~~~carbapenem;penicillin_beta-lactam	1971	2553	3410	5653
abricate-card@@@card~~~OXA-557~~~NG_054701.1:0-825~~~carbapenem;penicillin_beta-lactam	1971	2553	3516	5524
abricate-card@@@card~~~OXA-558~~~NG_054702.1:0-825~~~carbapenem;penicillin_beta-lactam	1971	2553	3410	5401
abricate-card@@@card~~~OXA-559~~~NG_054703.1:0-825~~~carbapenem;penicillin_beta-lactam	1971	2553	3410	5653
abricate-card@@@card~~~OXA-55~~~AY343493.1:76-946~~~carbapenem;penicillin_beta-lactam	1881	2441	3167	4781
abricate-card@@@card~~~OXA-560~~~NG_054704.1:0-825~~~carbapenem;penicillin_beta-lactam	1971	2553	3320	5632
abricate-card@@@card~~~OXA-561~~~NG_054705.1:0-825~~~carbapenem;penicillin_beta-lactam	1971	2553	3410	5645
abricate-card@@@card~~~OXA-562~~~NG_054706.1:0-825~~~carbapenem;penicillin_beta-lactam	1971	2553	3602	5684
abricate-card@@@card~~~OXA-563~~~NG_054707.1:0-822~~~carbapenem;penicillin_beta-lactam	2156	2795	3668	5833
abricate-card@@@card~~~OXA-564~~~NG_054708.1:0-822~~~carbapenem;penicillin_beta-lactam	2156	2786	3649	5834
abricate-card@@@card~~~OXA-565~~~NG_054712.1:0-822~~~carbapenem;penicillin_beta-lactam	1802	2327	3010	5835
abricate-card@@@card~~~OXA-566~~~NG_055499.1:0-798~~~carbapenem;penicillin_beta-lactam	2283	2950	3895	6175
abricate-card@@@card~~~OXA-567~~~NG_055666.1:0-795~~~carbapenem;penicillin_beta-lactam	2283	2950	3895	6238
abricate-card@@@card~~~OXA-568~~~NG_055785.1:100-931~~~penicillin_beta-lactam	2084	2698	3513	5519
abricate-card@@@card~~~OXA-569~~~NG_056178.1:0-840~~~cephalosporin;penicillin_beta-lactam	2027	2619	3408	5361
abricate-card@@@card~~~OXA-56~~~AY445080.1:0-801~~~cephalosporin;penicillin_beta-lactam	2093	2740	3861	6125
abricate-card@@@card~~~OXA-570~~~NG_056179.1:0-816~~~carbapenem;penicillin_beta-lactam	2197	2850	3773	5999
abricate-card@@@card~~~OXA-571~~~NG_056180.1:0-816~~~carbapenem;penicillin_beta-lactam	2194	2847	3776	5998
abricate-card@@@card~~~OXA-572~~~NG_056181.1:0-828~~~cephalosporin;penicillin_beta-lactam	2079	2699	3514	5520
abricate-card@@@card~~~OXA-573~~~NG_056182.1:0-816~~~carbapenem;penicillin_beta-lactam	2197	2850	3772	5997
abricate-card@@@card~~~OXA-574~~~NG_056183.1:0-840~~~cephalosporin;penicillin_beta-lactam	2027	2619	3407	5360
abricate-card@@@card~~~OXA-575~~~NG_056415.1:0-828~~~carbapenem;penicillin_beta-lactam	2108	2730	3552	5591
abricate-card@@@card~~~OXA-576~~~NG_066510.1:0-747~~~penicillin_beta-lactam	2481	3193	4213	6655
abricate-card@@@card~~~OXA-577~~~NG_057525.1:0-774~~~penicillin_beta-lactam	2114	2895	3563	6466
abricate-card@@@card~~~OXA-578~~~NG_057512.1:0-774~~~penicillin_beta-lactam	2114	2736	3563	6466
abricate-card@@@card~~~OXA-579~~~NG_057514.1:0-774~~~penicillin_beta-lactam	2114	2736	3563	6466
abricate-card@@@card~~~OXA-57~~~AJ631966.1:0-810~~~penicillin_beta-lactam	2218	2872	3801	6051
abricate-card@@@card~~~OXA-580~~~NG_057516.1:0-774~~~penicillin_beta-lactam	2114	2736	3563	6466
abricate-card@@@card~~~OXA-581~~~NG_057517.1:0-774~~~penicillin_beta-lactam	2114	2736	3563	6466
abricate-card@@@card~~~OXA-582~~~NG_057541.1:0-774~~~penicillin_beta-lactam	2114	2736	3563	6466
abricate-card@@@card~~~OXA-583~~~NG_057519.1:0-774~~~penicillin_beta-lactam	2114	2736	3563	6466
abricate-card@@@card~~~OXA-584~~~NG_057522.1:0-774~~~penicillin_beta-lactam	2114	2736	3563	6466
abricate-card@@@card~~~OXA-585~~~NG_057523.1:0-774~~~penicillin_beta-lactam	2114	2736	3563	6466
abricate-card@@@card~~~OXA-586~~~NG_057524.1:0-774~~~penicillin_beta-lactam	2114	2736	3563	6466
abricate-card@@@card~~~OXA-587~~~NG_057526.1:0-774~~~penicillin_beta-lactam	2114	2736	3563	6466
abricate-card@@@card~~~OXA-588~~~NG_057529.1:0-774~~~penicillin_beta-lactam	2114	2736	3563	6466
abricate-card@@@card~~~OXA-589~~~NG_057530.1:0-774~~~penicillin_beta-lactam	2114	2736	3563	6466
abricate-card@@@card~~~OXA-58~~~CP000864.1:13383-14226~~~carbapenem;penicillin_beta-lactam	1643	2135	2793	4120
abricate-card@@@card~~~OXA-590~~~NG_057537.1:0-774~~~penicillin_beta-lactam	2114	2736	3563	6466
abricate-card@@@card~~~OXA-591~~~NG_057511.1:0-774~~~penicillin_beta-lactam	2114	2736	3563	5595
abricate-card@@@card~~~OXA-592~~~NG_057515.1:0-774~~~penicillin_beta-lactam	2114	2736	3563	6483
abricate-card@@@card~~~OXA-593~~~NG_057531.1:0-774~~~penicillin_beta-lactam	2114	2736	3563	6482
abricate-card@@@card~~~OXA-594~~~NG_057508.1:0-774~~~penicillin_beta-lactam	2114	2736	3563	6466
abricate-card@@@card~~~OXA-595~~~NG_057513.1:0-774~~~penicillin_beta-lactam	2114	2736	3563	6466
abricate-card@@@card~~~OXA-596~~~NG_057527.1:0-774~~~penicillin_beta-lactam	2114	2736	3563	6466
abricate-card@@@card~~~OXA-597~~~NG_057520.1:0-774~~~penicillin_beta-lactam	2114	2736	3563	6483
abricate-card@@@card~~~OXA-598~~~NG_057535.1:0-771~~~penicillin_beta-lactam	2114	2736	3563	6466
abricate-card@@@card~~~OXA-599~~~NG_057532.1:0-774~~~penicillin_beta-lactam	2114	2736	3563	6482
abricate-card@@@card~~~OXA-59~~~AJ632249.1:0-810~~~penicillin_beta-lactam	2218	2872	3801	6051
abricate-card@@@card~~~OXA-5~~~X58272.1:79-883~~~penicillin_beta-lactam	2243	2903	3839	6101
abricate-card@@@card~~~OXA-600~~~NG_057528.1:0-774~~~penicillin_beta-lactam	2114	2736	3563	6474
abricate-card@@@card~~~OXA-601~~~NG_057521.1:0-762~~~penicillin_beta-lactam	2114	2895	3831	6535
abricate-card@@@card~~~OXA-602~~~NG_057539.1:0-762~~~penicillin_beta-lactam	2114	2895	3831	6542
abricate-card@@@card~~~OXA-603~~~NG_057507.1:0-762~~~penicillin_beta-lactam	2114	2895	3831	6475
abricate-card@@@card~~~OXA-604~~~NG_057538.1:0-762~~~penicillin_beta-lactam	2114	2895	3831	6542
abricate-card@@@card~~~OXA-605~~~NG_057542.1:0-807~~~penicillin_beta-lactam	2114	2895	3831	6090
abricate-card@@@card~~~OXA-606~~~NG_057540.1:0-774~~~penicillin_beta-lactam	2114	2895	3831	6475
abricate-card@@@card~~~OXA-607~~~NG_057536.1:0-759~~~penicillin_beta-lactam	2114	2736	3563	6569
abricate-card@@@card~~~OXA-608~~~NG_057509.1:0-774~~~penicillin_beta-lactam	2114	2736	3563	6466
abricate-card@@@card~~~OXA-609~~~NG_057518.1:0-774~~~penicillin_beta-lactam	2114	2736	3563	6466
abricate-card@@@card~~~OXA-60~~~AF525303.2:2770-3586~~~carbapenem;penicillin_beta-lactam	2195	2848	3770	5992
abricate-card@@@card~~~OXA-610~~~NG_057533.1:0-774~~~penicillin_beta-lactam	2114	2736	3563	6466
abricate-card@@@card~~~OXA-611~~~NG_057510.1:0-774~~~penicillin_beta-lactam	2114	2736	3563	6466
abricate-card@@@card~~~OXA-612~~~NG_057534.1:0-774~~~penicillin_beta-lactam	2114	2736	3563	6466
abricate-card@@@card~~~OXA-613~~~NG_057547.1:0-753~~~penicillin_beta-lactam	2392	3090	4176	6597
abricate-card@@@card~~~OXA-614~~~NG_057546.1:0-774~~~penicillin_beta-lactam	2392	3090	4077	6480
abricate-card@@@card~~~OXA-615~~~NG_057552.1:0-774~~~penicillin_beta-lactam	2392	3090	4077	6480
abricate-card@@@card~~~OXA-616~~~NG_057545.1:0-750~~~penicillin_beta-lactam	2392	3090	4195	6622
abricate-card@@@card~~~OXA-617~~~NG_057550.1:0-774~~~penicillin_beta-lactam	2392	3090	4077	6479
abricate-card@@@card~~~OXA-618~~~NG_057549.1:0-774~~~penicillin_beta-lactam	2392	3090	4077	6477
abricate-card@@@card~~~OXA-619~~~NG_057491.1:0-774~~~penicillin_beta-lactam	2392	3090	4077	6467
abricate-card@@@card~~~OXA-61~~~AY587956.1:0-774~~~penicillin_beta-lactam	2114	2736	3563	6474
abricate-card@@@card~~~OXA-620~~~NG_057492.1:0-774~~~penicillin_beta-lactam	2392	3090	4077	6467
abricate-card@@@card~~~OXA-621~~~NG_057553.1:0-774~~~penicillin_beta-lactam	2392	3090	4086	6481
abricate-card@@@card~~~OXA-622~~~NG_057548.1:0-774~~~penicillin_beta-lactam	2392	3090	4085	6478
abricate-card@@@card~~~OXA-623~~~NG_057493.1:0-747~~~penicillin_beta-lactam	2465	3173	4208	6662
abricate-card@@@card~~~OXA-624~~~NG_057551.1:0-774~~~penicillin_beta-lactam	2392	3090	4085	6478
abricate-card@@@card~~~OXA-625~~~NG_057505.1:0-747~~~penicillin_beta-lactam	2476	3188	4207	6660
abricate-card@@@card~~~OXA-626~~~NG_057497.1:0-747~~~penicillin_beta-lactam	2476	3188	4207	6657
abricate-card@@@card~~~OXA-627~~~NG_057498.1:0-747~~~penicillin_beta-lactam	2476	3188	4207	6646
abricate-card@@@card~~~OXA-628~~~NG_057500.1:0-747~~~penicillin_beta-lactam	2476	3188	4207	6646
abricate-card@@@card~~~OXA-629~~~NG_057501.1:0-747~~~penicillin_beta-lactam	2476	3188	4207	6659
abricate-card@@@card~~~OXA-62~~~AY423074.1:0-858~~~carbapenem;penicillin_beta-lactam	1949	2528	3292	5166
abricate-card@@@card~~~OXA-630~~~NG_057503.1:0-747~~~penicillin_beta-lactam	2476	3188	4207	6646
abricate-card@@@card~~~OXA-631~~~NG_057496.1:0-747~~~penicillin_beta-lactam	2476	3188	4207	6656
abricate-card@@@card~~~OXA-632~~~NG_057506.1:0-747~~~penicillin_beta-lactam	2476	3188	4207	6656
abricate-card@@@card~~~OXA-633~~~NG_057499.1:0-747~~~penicillin_beta-lactam	2476	3188	4207	6658
abricate-card@@@card~~~OXA-634~~~NG_057502.1:0-747~~~penicillin_beta-lactam	2476	3188	4214	6661
abricate-card@@@card~~~OXA-635~~~NG_057495.1:0-750~~~penicillin_beta-lactam	2465	3173	4186	6608
abricate-card@@@card~~~OXA-636~~~NG_057494.1:0-750~~~penicillin_beta-lactam	2465	3173	4186	6608
abricate-card@@@card~~~OXA-637~~~NG_057490.1:0-750~~~penicillin_beta-lactam	2392	3090	4187	6609
abricate-card@@@card~~~OXA-638~~~NG_057544.1:0-750~~~penicillin_beta-lactam	2392	3090	4187	6624
abricate-card@@@card~~~OXA-639~~~NG_057504.1:0-750~~~penicillin_beta-lactam	2392	3090	4187	6623
abricate-card@@@card~~~OXA-63~~~AY619003.1:703-1510~~~penicillin_beta-lactam	2217	2888	3824	6083
abricate-card@@@card~~~OXA-640~~~NG_057543.1:0-750~~~penicillin_beta-lactam	2392	3090	4187	6623
abricate-card@@@card~~~OXA-641~~~NG_057486.1:0-774~~~carbapenem;penicillin_beta-lactam	2393	3096	4084	6476
abricate-card@@@card~~~OXA-642~~~NG_057487.1:0-822~~~carbapenem;penicillin_beta-lactam	2156	2786	3686	5866
abricate-card@@@card~~~OXA-643~~~NG_065429.1:0-825~~~carbapenem;penicillin_beta-lactam	2110	2732	3609	5695
abricate-card@@@card~~~OXA-644~~~NG_065430.1:0-825~~~carbapenem;penicillin_beta-lactam	2110	2732	3609	5727
abricate-card@@@card~~~OXA-645~~~NG_065431.1:0-825~~~carbapenem;penicillin_beta-lactam	2110	2732	3588	5697
abricate-card@@@card~~~OXA-646~~~NG_065432.1:0-840~~~carbapenem;penicillin_beta-lactam	2034	2636	3427	5395
abricate-card@@@card~~~OXA-647~~~NG_065433.1:0-822~~~carbapenem;penicillin_beta-lactam	2034	2788	3654	5860
abricate-card@@@card~~~OXA-648~~~NG_065434.1:0-840~~~carbapenem;penicillin_beta-lactam	2040	2637	3428	5397
abricate-card@@@card~~~OXA-649~~~NG_057485.1:0-828~~~carbapenem;penicillin_beta-lactam	2102	2721	3553	5586
abricate-card@@@card~~~OXA-64~~~AY750907.1:0-825~~~carbapenem;penicillin_beta-lactam	1971	2553	3410	5714
